T_final,c0_death,epsilon_selection,stage,n_admissible_treatments,mean_percentage,sd_percentage,relative_stage
10,-12.0,0.3,9,2,10.35,1.769651566457834,0.8888888888888888
10,-12.0,0.3,9,3,8.41,1.36337000765668,0.8888888888888888
10,-12.0,0.3,9,4,6.859999999999999,1.4818906842274162,0.8888888888888888
10,-12.0,0.3,9,5,6.0200000000000005,1.2585706178041816,0.8888888888888888
10,-12.0,0.3,9,6,4.470000000000001,0.9274217547109355,0.8888888888888888
10,-12.0,0.3,9,7,3.2299999999999995,1.212023102090055,0.8888888888888888
10,-12.0,0.3,9,8,2.7,1.1766241729815194,0.8888888888888888
10,-12.0,0.3,9,9,1.8,0.771722460186015,0.8888888888888888
10,-12.0,0.3,9,10,44.12,6.800457500949639,0.8888888888888888
10,-12.0,0.3,10,1,11.370000000000001,2.9996481275124403,1.0
10,-12.0,0.3,10,2,9.93,2.5811496146743087,1.0
10,-12.0,0.3,10,3,8.08,1.8310895360109753,1.0
10,-12.0,0.3,10,4,7.08,0.8403702887550357,1.0
10,-12.0,0.3,10,5,6.2,1.5427248620541514,1.0
10,-12.0,0.3,10,6,4.970000000000001,1.147025137765806,1.0
10,-12.0,0.3,10,7,3.9200000000000004,1.2479316220584096,1.0
10,-12.0,0.3,10,8,2.8899999999999997,1.0671353137150779,1.0
10,-12.0,0.3,10,9,1.97,1.0853058964590991,1.0
10,-12.0,0.3,10,10,43.589999999999996,4.478206486232333,1.0
12,-12.0,0.3,1,2,4.377777777777778,3.7798074612927635,0.0
12,-12.0,0.3,1,3,39.21,8.176042237333823,0.0
12,-12.0,0.3,1,4,28.49,7.296643063765694,0.0
12,-12.0,0.3,1,5,10.06,4.212204490129446,0.0
12,-12.0,0.3,1,6,5.37,2.0784876980899143,0.0
12,-12.0,0.3,1,7,3.62,1.1988883740087455,0.0
12,-12.0,0.3,1,8,2.7600000000000002,1.3688600285557972,0.0
